id,domain,difficulty,question,answer
208,ML,Medium,Name an example where ensemble techniques might be useful.,"Ensemble techniques use a combination of learning algorithms to optimize better predictive performance. They typically reduce overfitting and make the model more robust. Methods include bagging, boosting, and a bucket of models approach."
209,ML,Medium,What evaluation approaches would you work to gauge the effectiveness of a machine learning model?,"First split the dataset into training and test sets, or use cross-validation techniques. Then implement a choice selection of performance metrics such as the F1 score, accuracy, and the confusion matrix — chosen based on the nature of the problem."
210,ML,Hard,What's the 'kernel trick' and how is it useful?,"The Kernel trick involves kernel functions that can enable in higher-dimension spaces without explicitly calculating the coordinates of points within that dimension: instead, kernel functions compute the inner products between the images of all pairs of data in a feature space. This allows them the very useful attribute of calculating the coordinates of higher dimensions while being computationally cheaper thanthe explicit calculation of said coordinates. Many algorithms can be expressed in terms of inner products.Using the kernel trick enables us effectively run algorithms in a high-dimensional space with lower-dimensional data."
211,ML,Easy,Name and define techniques used to find similarities in the recommendation system.,Pearson correlation and Cosine correlation are techniques used to find similarities in recommendation systems.
212,ML,Hard,State the limitations of Fixed Basis Function.,"Linear separability in feature space doesn’t imply linear separability in input space. So, Inputs are non-linearly transformed using vectors of basic functions with increased dimensionality. Limitations of Fixed basis functions are: - Non-Linear transformations cannot remove overlap between two classes but they can increase overlap. - Often it is not clear which basis functions are the best fit for a given task. So, learning the basic functions can be useful over using fixed basis functions. - If we want to use only fixed ones, we can use a lot of them and let the model figure out the best fit but that would lead to overfitting the model thereby making it unstable."
213,ML,Medium,Define and explain the concept of Inductive Bias with some examples.,"Inductive Bias is a set of assumptions that humans use to predict outputs given inputs that the learning algorithm has not encountered yet. When we are trying to learn Y from X and the hypothesis space for Y is infinite, we need to reduce the scope by our beliefs/assumptions about the hypothesis space which is also called inductive bias. Through these assumptions, we constrain our hypothesis space and also get the capability to incrementally test and improve on the data using hyper-parameters. Examples: - We assume that Y varies linearly with X while applying Linear regression. - We assume that there exists a hyperplane separating negative and positive examples."
214,ML,Medium,Explain the term instance-based learning.,Instance Based Learning is a set of procedures for regression and classification which produce a class label prediction based on resemblance to its nearest neighbors in the training data set. These algorithms just collects all the data and get an answer when required or queried. In simple words they are a set of procedures for solving new problems based on the solutions of already solved problems in the past which are similar to the current problem.
215,ML,Easy,"Keeping train and test split criteria in mind, is it good to perform scaling before the split or after the split?","Scaling should be done post-train and test split ideally. If the data is closely packed, then scaling post or pre-split should not make much difference."
216,ML,Medium,List the advantages and limitations of the Temporal Difference Learning Method.,Temporal Difference Learning Method is a mix of Monte Carlo method and Dynamic programming method. Some of the advantages of this method include: - It can learn in every step online or offline. - It can learn from a sequence which is not complete as well. - It can work in continuous environments. - It has lower variance compared to MC method and is more efficient than MC method. Limitations of TD method are: - It is a biased estimation. - It is more sensitive to initialization.
217,ML,Medium,What is the difference between a generative and discriminative model?,"A generative model learns the different categories of data. On the other hand, a discriminative model will only learn the distinctions between different categories of data. Discriminative models perform much better than the generative models when it comes to classification tasks."
218,ML,Medium,How is PCA different from LDA?,Ans. PCA is unsupervised. LDA is unsupervised. PCA takes into consideration the variance. LDA takes into account the distribution of classes.
219,ML,Easy,What distance metrics can be used in KNN?,Ans. Following distance metrics can be used in KNN. - Manhattan - Minkowski - Tanimoto - Jaccard - Mahalanobis
220,ML,Easy,Which metrics can be used to measure correlation of categorical data?,Ans. Chi square test can be used for doing so. It gives the measure of correlation between categorical predictors.
221,ML,Medium,Which algorithm can be used in value imputation in both categorical and continuous categories of data?,Ans. KNN is the only algorithm that can be used for imputation of both categorical and continuous variables.
222,ML,Medium,When should ridge regression be preferred over lasso?,Ans. We should use ridge regression when we want to use all predictors and not remove any as it reduces the coefficient values but does not nullify them.
223,ML,Easy,Which algorithms can be used for important variable selection?,"Ans. Random Forest, Xgboost and plot variable importance charts can be used for variable selection."
224,ML,Easy,What ensemble technique is used by Random forests?,Ans. Bagging is the technique used by Random Forests. Random forests are a collection of trees which work on sampled data from the original dataset with the final prediction being a voted average of all trees.
225,ML,Easy,What ensemble technique is used by gradient boosting trees?,Ans. Boosting is the technique used by GBM.
226,ML,Medium,If we have a high bias error what does it mean? How to treat it?,Ans. High bias error means that that model we are using is ignoring all the important trends in the model and the model is underfitting. To reduce underfitting: - We need to increase the complexity of the model - Number of features need to be increased Sometimes it also gives the impression that the data is noisy. Hence noise from data should be removed so that most important signals are found by the model to make effective predictions. Increasing the number of epochs results in increasing the duration of training of the model. It’s helpful in reducing the error.
227,ML,Medium,Which type of sampling is better for a classification model and why?,"Ans. Stratified sampling is better in case of classification problems because it takes into account the balance of classes in train and test sets. The proportion of classes is maintained and hence the model performs better. In case of random sampling of data, the data is divided into two parts without taking into consideration the balance classes in the train and test sets. Hence some classes might be present only in tarin sets or validation sets. Hence the results of the resulting model are poor in this case."
228,ML,Medium,What is a good metric for measuring the level of multicollinearity?,"Ans. VIF or 1/tolerance is a good measure of measuring multicollinearity in models. VIF is the percentage of the variance of a predictor which remains unaffected by other predictors. So higher the VIF value, greater is the multicollinearity amongst the predictors. A rule of thumb for interpreting the variance inflation factor: - 1 = not correlated. - Between 1 and 5 = moderately correlated. - Greater than 5 = highly correlated."
229,ML,Medium,When can be a categorical value treated as a continuous variable and what effect does it have when done so?,Ans. A categorical predictor can be treated as a continuous one when the nature of data points it represents is ordinal. If the predictor variable is having ordinal data then it can be treated as continuous and its inclusion in the model increases the performance of the model.
230,ML,Hard,What is the role of maximum likelihood in logistic regression.,Ans. Maximum likelihood equation helps in estimation of most probable values of the estimator’s predictor variable coefficients which produces results which are the most likely or most probable and are quite close to the truth values.
231,ML,Medium,Which distance do we measure in the case of KNN?,Ans. The hamming distance is measured in case of KNN for the determination of nearest neighbours. Kmeans uses euclidean distance.
232,ML,Easy,What is a pipeline?,Ans. A pipeline is a sophisticated way of writing software such that each intended action while building a model can be serialized and the process calls the individual functions for the individual tasks. The tasks are carried out in sequence for a given sequence of data points and the entire process can be run onto n threads by use of composite estimators in scikit learn.
233,ML,Medium,Which sampling technique is most suitable when working with time-series data?,Ans. We can use a custom iterative sampling such that we continuously add samples to the train set. We only should keep in mind that the sample used for validation should be added to the next train sets and a new sample is used for validation.
234,ML,Easy,What are the benefits of pruning?,Ans. Pruning helps in the following: - Reduces overfitting - Shortens the size of the tree - Reduces complexity of the model - Increases bias
235,ML,Easy,What is normal distribution?,"Ans. The distribution having the below properties is called normal distribution. - The [mean, mode and median](https://www.statisticshowto.com/probability-and-statistics/statistics-definitions/mean-median-mode/) are all equal. - The curve is symmetric at the center (i.e. around the mean, μ). - Exactly half of the values are to the left of center and exactly half the values are to the right. - The total area under the curve is 1."
236,ML,Easy,What is the 68 per cent rule in normal distribution?,Ans. The normal distribution is a bell-shaped curve. Most of the data points are around the median. Hence approximately 68 per cent of the data is around the median. Since there is no skewness and its bell-shaped.
237,ML,Medium,What is a chi-square test?,Ans. A chi-square determines if a sample data matches a population. A chi-square test for independence compares two variables in a contingency table to see if they are related. A very small chi-square test statistics implies observed data fits the expected data extremely well.
238,ML,Easy,What is a random variable?,Ans. A Random Variable is a set of possible values from a random experiment. Example: Tossing a coin: we could get Heads or Tails. Rolling of a dice: we get 6 values
239,ML,Medium,What is the degree of freedom?,Ans. It is the number of independent values or quantities which can be assigned to a statistical distribution. It is used in Hypothesis testing and chi-square test.
240,ML,Easy,Which kind of recommendation system is used by amazon to recommend similar items?,Ans. Amazon uses a collaborative filtering algorithm for the recommendation of similar items. It’s a user to user similarity based mapping of user likeness and susceptibility to buy.
241,ML,Easy,What is a false positive?,"Ans. It is a test result which wrongly indicates that a particular condition or attribute is present. Example – “Stress testing, a routine diagnostic tool used in detecting heart disease, results in a significant number of false positives in women”"
242,ML,Easy,What is a false negative?,Ans. A test result which wrongly indicates that a particular condition or attribute is absent. Example – “it’s possible to have a false negative—the test says you aren’t pregnant when you are”
243,ML,Medium,What is the error term composed of in regression?,Ans. Error is a sum of bias error+variance error+ irreducible error in regression. Bias and variance error can be reduced but not the irreducible error.
244,ML,Easy,Which performance metric is better R2 or adjusted R2?,Ans. Adjusted R2 because the performance of predictors impacts it. R2 is independent of predictors and shows performance improvement through increase if the number of predictors is increased.
245,ML,Medium,What’s the difference between Type I and Type II error?,"Type I and Type II error in machine learning refers to false values. Type I is equivalent to a False positive while Type II is equivalent to a False negative. In Type I error, a hypothesis which ought to be accepted doesn’t get accepted. Similarly, for Type II error, the hypothesis gets rejected which should have been accepted in the first place."
246,ML,Medium,What do you understand by L1 and L2 regularization?,"L2 regularization: It tries to spread error among all the terms. L2 corresponds to a Gaussian prior. L1 regularization: It is more binary/sparse, with many variables either being assigned a 1 or 0 in weighting. L1 corresponds to setting a Laplacean prior on the terms."
247,ML,Medium,"Which one is better, Naive Bayes Algorithm or Decision Trees?","Although it depends on the problem you are solving, but some general advantages are following: Naive Bayes: - Work well with small dataset compared to DT which need more data - Lesser overfitting - Smaller in size and faster in processing Decision Trees: - Decision Trees are very flexible, easy to understand, and easy to debug - No preprocessing or transformation of features required - Prone to overfitting but you can use pruning or Random forests to avoid that."
248,ML,Medium,What do you mean by the ROC curve?,"Receiver operating characteristics (ROC curve): ROC curve illustrates the diagnostic ability of a binary classifier. It is calculated/created by plotting True Positive against False Positive at various threshold settings. The performance metric of ROC curve is AUC (area under curve). Higher the area under the curve, better the prediction power of the model."
249,ML,Easy,What do you mean by AUC curve?,"AUC (area under curve). Higher the area under the curve, better the prediction power of the model."
250,ML,Hard,What is log likelihood in logistic regression?,"It is the sum of the likelihood residuals. At record level, the natural log of the error (residual) is calculated for each record, multiplied by minus one, and those values are totaled. That total is then used as the basis for deviance (2 x ll) and likelihood (exp(ll)). The same calculation can be applied to a naive model that assumes absolutely no predictive power, and a saturated model assuming perfect predictions. The likelihood values are used to compare different models, while the deviances (test, naive, and saturated) can be used to determine the predictive power and accuracy. Logistic regression accuracy of the model will always be 100 percent for the development data set, but that is not the case once a model is applied to another data set."
251,ML,Medium,How would you evaluate a logistic regression model?,"Model Evaluation is a very important part in any analysis to answer the following questions, How well does the model fit the data?, Which predictors are most important?, Are the predictions accurate? So the following are the criterion to access the model performance, 1. Akaike Information Criteria (AIC): In simple terms, AIC estimates the relative amount of information lost by a given model. So the less information lost the higher the quality of the model. Therefore, we always prefer models with minimum AIC. 2. Receiver operating characteristics (ROC curve): ROC curve illustrates the diagnostic ability of a binary classifier. It is calculated/ created by plotting True Positive against False Positive at various threshold settings. The performance metric of ROC curve is AUC (area under curve). Higher the area under the curve, better the prediction power of the model. 3. Confusion Matrix: In order to find out how well the model does in predicting the target variable, we use a confusion matrix/ classification rate. It is nothing but a tabular representation of actual Vs predicted values which helps us to find the accuracy of the model."
252,ML,Hard,What are the advantages of SVM algorithms?,SVM algorithms have basically advantages in terms of complexity. First I would like to clear that both Logistic regression as well as SVM can form non linear decision surfaces and can be coupled with the kernel trick. If Logistic regression can be coupled with kernel then why use SVM? ● SVM is found to have better performance practically in most cases. ● SVM is computationally cheaper O(N^2K) where K is no of support vectors (support vectors are those points that lie on the class margin) where as logistic regression is O(N^3) ● Classifier in SVM depends only on a subset of points . Since we need to maximize distance between closest points of two classes (aka margin) we need to care about only a subset of points unlike logistic regression.
253,ML,Medium,Why does XGBoost perform better than SVM?,"First reason is that XGBoos is an ensemble method that uses many trees to make a decision so it gains power by repeating itself. SVM is a linear separator, when data is not linearly separable SVM needs a Kernel to project the data into a space where it can separate it, there lies its greatest strength and weakness, by being able to project data into a high dimensional space SVM can find a linear separation for almost any data but at the same time it needs to use a Kernel and we can argue that there’s not a perfect kernel for every dataset."
254,ML,Hard,What is the difference between SVM Rank and SVR (Support Vector Regression)?,"One is used for ranking and the other is used for regression. There is a crucial difference between regression and ranking. In regression, the absolute value is crucial. A real number is predicted. In ranking, the only thing of concern is the ordering of a set of examples. We only want to know which example has the highest rank, which one has the second-highest, and so on. From the data, we only know that example 1 should be ranked higher than example 2, which in turn should be ranked higher than example 3, and so on. We do not know by how much example 1 is ranked higher than example 2, or whether this difference is bigger than the difference between examples 2 and 3."
255,ML,Hard,What is the difference between the normal soft margin SVM and SVM with a linear kernel?,"Hard-margin You have the basic SVM – hard margin. This assumes that data is very well behaved, and you can find a perfect classifier – which will have 0 error on train data. Soft-margin Data is usually not well behaved, so SVM hard margins may not have a solution at all. So we allow for a little bit of error on some points. So the training error will not be 0, but average error over all points is minimized. Kernels The above assume that the best classifier is a straight line. But what is it is not a straight line. (e.g. it is a circle, inside a circle is one class, outside is another class). If we are able to map the data into higher dimensions – the higher dimension may give us a straight line."
256,ML,Hard,How is linear classifier relevant to SVM?,"An svm is a type of linear classifier. If you don’t mess with kernels, it’s arguably the most simple type of linear classifier. Linear classifiers (all?) learn linear fictions from your data that map your input to scores like so: scores = Wx + b. Where W is a matrix of learned weights, b is a learned bias vector that shifts your scores, and x is your input data. This type of function may look familiar to you if you remember y = mx + b from high school. A typical svm loss function ( the function that tells you how good your calculated scores are in relation to the correct labels ) would be hinge loss. It takes the form: Loss = sum over all scores except the correct score of max(0, scores – scores(correct class) + 1)."
257,ML,Easy,What are the advantages of using a naive Bayes for classification?,"- Very simple, easy to implement and fast. - If the NB conditional independence assumption holds, then it will converge quicker than discriminative models like logistic regression. - Even if the NB assumption doesn’t hold, it works great in practice. - Need less training data. - Highly scalable. It scales linearly with the number of predictors and data points. - Can be used for both binary and mult-iclass classification problems. - Can make probabilistic predictions. - Handles continuous and discrete data. - Not sensitive to irrelevant features."
258,ML,Medium,Are Gaussian Naive Bayes the same as binomial Naive Bayes?,"Binomial Naive Bayes: It assumes that all our features are binary such that they take only two values. Means 0s can represent “word does not occur in the document” and 1s as “word occurs in the document”. Gaussian Naive Bayes: Because of the assumption of the normal distribution, Gaussian Naive Bayes is used in cases when all our features are continuous. For example in Iris dataset features are sepal width, petal width, sepal length, petal length. So its features can have different values in the data set as width and length can vary. We can’t represent features in terms of their occurrences. This means data is continuous. Hence we use Gaussian Naive Bayes here."
259,ML,Hard,What is the difference between the Naive Bayes Classifier and the Bayes classifier?,"Naive Bayes assumes conditional independence, P(X|Y, Z)=P(X|Z) P(X|Y,Z)=P(X|Z) P(X|Y,Z)=P(X|Z), Whereas more general Bayes Nets (sometimes called Bayesian Belief Networks), will allow the user to specify which attributes are, in fact, conditionally independent. For the Bayesian network as a classifier, the features are selected based on some scoring functions like Bayesian scoring function and minimal description length(the two are equivalent in theory to each other given that there is enough training data). The scoring functions mainly restrict the structure (connections and directions) and the parameters(likelihood) using the data. After the structure has been learned the class is only determined by the nodes in the Markov blanket(its parents, its children, and the parents of its children), and all variables given the Markov blanket are discarded."
260,ML,Easy,In what real world applications is Naive Bayes classifier used?,"Some of real world examples are as given below - To mark an email as spam, or not spam? - Classify a news article about technology, politics, or sports? - Check a piece of text expressing positive emotions, or negative emotions? - Also used for face recognition software"
261,ML,Easy,Is naive Bayes supervised or unsupervised?,"First, Naive Bayes is not one algorithm but a family of Algorithms that inherits the following attributes: 1.Discriminant Functions 2.Probabilistic Generative Models 3.Bayesian Theorem 4.Naive Assumptions of Independence and Equal Importance of feature vectors. Moreover, it is a special type of Supervised Learning algorithm that could do simultaneous multi-class predictions (as depicted by standing topics in many news apps). Since these are generative models, so based upon the assumptions of the random variable mapping of each feature vector these may even be classified as Gaussian Naive Bayes, Multinomial Naive Bayes, Bernoulli Naive Bayes, etc."
262,ML,Medium,What do you understand by Precision and Recall?,"In pattern recognition, The information retrieval and classification in machine learning are part of precision. It is also called as positive predictive value which is the fraction of relevant instances among the retrieved instances. Recall is also known as sensitivity and the fraction of the total amount of relevant instances which were actually retrieved. Both precision and recall are therefore based on an understanding and measure of relevance."
263,ML,Medium,What are ensemble models? Explain how ensemble techniques yield better learning as compared to traditional classification ML algorithms?,"Ensemble is a group of models used together for prediction in classification and regression. Ensemble learning combines several models to improve predictive performance compared to a single model. They reduce variance, average out biases, and reduce chances of overfitting."
264,ML,Medium,What are overfitting and underfitting? Why does the decision tree algorithm often suffer from overfitting?,"Overfitting occurs when a model captures noise in the data, while underfitting occurs when the model fails to capture the underlying pattern. Decision trees overfit because they may perfectly fit training data, creating overly specific branches that do not generalize well."
265,ML,Hard,What is OOB error and how does it occur?,Out-of-Bag (OOB) error is an unbiased estimate of model accuracy in bagging algorithms. It uses the one-third of bootstrap data not used during tree creation for validation.
266,ML,Medium,Why is boosting considered more stable than other ensemble algorithms?,"Boosting focuses on correcting errors from previous iterations, improving model stability and performance over time."
267,ML,Medium,How do you handle outliers in the data?,"Outliers can be handled using techniques such as capping, transformations, removing anomalies, Z-score, IQR, and visualization methods like boxplots and scatter plots."
268,ML,Easy,List popular cross-validation techniques.,"K-Fold, Stratified K-Fold, Leave-One-Out, Bootstrapping, Random Search CV, and Grid Search CV."
269,ML,Medium,Name popular dimensionality reduction algorithms.,Principal Component Analysis (PCA) and Factor Analysis are popular dimensionality reduction algorithms.
270,ML,Medium,How can we use a dataset without a target variable in supervised learning?,"Apply clustering algorithms to generate cluster labels, then use those labels as target variables for supervised learning."
271,ML,Easy,List popular recommendation systems.,"Popularity-based recommendation, content-based recommendation, collaborative filtering, and item-based recommendation systems."
272,ML,Medium,How do recommendation systems handle sparsity issues?,Singular Value Decomposition (SVD) is commonly used to reduce sparsity. RMSE is used to evaluate prediction accuracy.
273,ML,Medium,Explain how a ROC curve works.,ROC curve plots True Positive Rate against False Positive Rate at different thresholds to evaluate classifier performance.
274,ML,Easy,Define precision and recall.,"Precision measures correctly predicted positives among all predicted positives, while recall measures correctly predicted positives among all actual positives."
275,ML,Medium,What are hyperparameters and how are they different from parameters?,"Parameters are learned from data during training, whereas hyperparameters are externally set configurations such as learning rate or number of layers."
276,ML,Hard,What is VC Dimension?,VC Dimension measures the capacity of a classifier by defining the maximum number of points it can shatter correctly.
277,ML,Medium,What are the advantages and disadvantages of neural networks?,Advantages include parallel processing and handling incomplete data. Disadvantages include high computational cost and lack of interpretability.
278,ML,Medium,Explain Eigenvectors and Eigenvalues.,"Eigenvectors represent directions of data transformation, while Eigenvalues represent the magnitude of transformation along those directions."
279,ML,Medium,How would you define the number of clusters in clustering?,The number of clusters can be determined using Silhouette Score or the Elbow Method.
280,ML,Easy,What performance metrics are used for linear regression?,"Mean Squared Error (MSE), R2 Score, Adjusted R2 Score, and Mean Absolute Error (MAE)."
281,ML,Easy,What is the default splitting method in decision trees?,The default splitting method is the Gini Index.
282,ML,Medium,How is p-value useful?,P-value helps determine the statistical significance of results and the confidence of a model.
283,ML,Medium,How do you deal with multicollinearity?,Remove highly correlated variables or use PCA or Partial Least Squares Regression.
284,ML,Medium,What is heteroscedasticity?,Heteroscedasticity occurs when variance of errors differs across predictor values.
285,ML,Medium,How do you handle class imbalance?,"Use class weights, sampling techniques, SMOTE, or specialized loss functions like Focal Loss."
286,ML,Easy,What is the role of cross-validation?,Cross-validation improves model reliability by evaluating performance on multiple train-test splits.
287,ML,Medium,What is a voting model?,A voting model is an ensemble approach that combines predictions from multiple classifiers and selects the majority output.
288,ML,Medium,What are the hyperparameters of an SVM?,"Kernel type, gamma value, and regularization parameter C are important SVM hyperparameters."
289,ML,Easy,What is Pandas Profiling?,Pandas Profiling generates detailed statistics and summaries for exploratory data analysis.
290,ML,Medium,What impact does correlation have on PCA?,"Highly correlated variables reduce effective variance, making PCA less effective."
291,ML,Medium,Differentiate between boosting and bagging.,"Bagging reduces variance using parallel models, while boosting reduces bias using sequential learning."
292,ML,Hard,What is the significance of Gamma and Regularization in SVM?,"Gamma controls the influence range of support vectors, while regularization balances margin maximization and misclassification."
293,ML,Medium,What is Bayes’ Theorem?,Bayes’ Theorem describes the probability of an event based on prior knowledge of related conditions.
294,ML,Easy,What is Naive Bayes? Why is it called naive?,Naive Bayes is a probabilistic classifier based on Bayes’ Theorem. It is called naive because it assumes feature independence.
295,ML,Medium,Explain the difference between Lasso and Ridge Regression.,"Lasso uses L1 regularization and can shrink coefficients to zero, while Ridge uses L2 regularization and distributes error across coefficients."
296,ML,Medium,Why is pruning important in decision trees?,"Pruning reduces overfitting, decreases model complexity, and improves generalization."
297,ML,Hard,How would you implement a recommendation system for our company’s users?,"I would first understand the company, users, products, and revenue drivers, then collect user interaction data and item features. I would build a baseline, test content-based, collaborative filtering, or hybrid models, evaluate them with suitable metrics, and monitor the system after deployment."
298,ML,Medium,How can we use your machine learning skills to generate revenue?,"Machine learning can generate revenue by improving recommendations, personalization, customer retention, marketing targeting, pricing, fraud detection, and operational efficiency. The answer should connect the ML solution directly to the company’s business goals."
299,ML,Medium,What do you think of our current data process?,"I would first understand the current pipeline, data quality, storage, governance, and business needs. Then I would give constructive feedback focused on reliability, scalability, automation, and better decision-making."
300,ML,Hard,How would you approach the Netflix Prize competition?,I would approach it as a recommendation problem using collaborative filtering and matrix factorization. I would compare several models and combine strong methods in an ensemble to improve prediction accuracy.
301,ML,Easy,Where do you usually source datasets?,"Machine learning interview questions like these try to get at the heart of your machine learning interest. Somebody who is truly passionate about machine learning will have gone off and done side projects on their own, and have a good idea of what great datasets are out there. If you’re missing any, check out Quandl for economic and financial data, and Kaggle’s Datasets collection for another great list."
302,ML,Hard,How do you think Google is training data for self-driving cars?,"Machine learning interview questions like this one really test your knowledge of different machine learning methods, and your inventiveness if you don’t know the answer. Google is currently using recaptcha to source labelled data on storefronts and traffic signs. They are also building on training data collected by Sebastian Thrun at GoogleX — some of which was obtained by his grad students driving buggies on desert dunes!"
303,ML,Hard,How would you simulate the approach AlphaGo took to beat Lee Sedol at Go?,"I would combine supervised learning from expert games, reinforcement learning through self-play, and Monte Carlo Tree Search. Neural networks would estimate strong moves and board positions."
304,ML,Easy,"Explain the terms Artificial Intelligence, Machine Learning, and Deep Learning.","Artificial Intelligence is the broad field of making machines behave intelligently. Machine Learning is a subset of AI where systems learn from data, and Deep Learning is a subset of ML that uses neural networks, especially for large and complex datasets."
305,ML,Easy,What are the different types of learning or training models in ML?,"ML algorithms can be primarily classified depending on the presence/absence of target variables. The main types are supervised learning, unsupervised learning, and reinforcement learning."
306,ML,Medium,What is the difference between deep learning and machine learning?,"Machine Learning involves algorithms that learn from patterns of data and then apply it to decision making. Deep Learning, on the other hand, is able to learn through processing data on its own and is quite similar to the human brain where it identifies something, analyse it, and makes a decision."
307,ML,Easy,What is the main key difference between supervised and unsupervised machine learning?,"Supervised learning technique needs labeled data to train the model. For example, to solve a classification problem (a supervised learning task), you need to have label data to train the model and to classify the data into your labeled groups. Unsupervised learning does not need any labelled dataset. This is the main key difference between supervised learning and unsupervised learning."
308,ML,Medium,How do you select important variables while working on a data set?,"There are various means to select important variables from a data set that include: Identify and discard correlated variables before finalizing on important variables, The variables could be selected based on ‘p’ values from Linear Regression, Forward, Backward, and Stepwise selection, Lasso Regression, Random Forest and plot variable chart and Top features can be selected based on information gain for the available set of features."
309,ML,Medium,"There are many machine learning algorithms till now. If given a data set, how can one determine which algorithm to be used for that?","Machine Learning algorithm to be used purely depends on the type of data in a given dataset. If data is linear then, we use linear regression. If data shows non-linearity then, the bagging algorithm would do better. If the data is to be analyzed/interpreted for some business purposes then we can use decision trees or SVM. If the dataset consists of images, videos, audios then, neural networks would be helpful to get the solution accurately. So, there is no certain metric to decide which algorithm to be used for a given situation or a data set. We need to explore the data using EDA (Exploratory Data Analysis) and understand the purpose of using the dataset to come up with the best fit algorithm. So, it is important to study all the algorithms in detail."
310,ML,Medium,How are covariance and correlation different from one another?,"Covariance measures how two variables are related to each other and how one would vary with respect to changes in the other variable. If the value is positive it means there is a direct relationship between the variables and one would increase or decrease with an increase or decrease in the base variable respectively, given that all other conditions remain constant. Correlation quantifies the relationship between two random variables and has only three specific values, i.e., 1, 0, and -1. 1 denotes a positive relationship, -1 denotes a negative relationship, and 0 denotes that the two variables are independent of each other."
311,ML,Easy,State the differences between causality and correlation.,"C Causality applies to situations where one action, say X, causes an outcome, say Y, whereas Correlation is just relating one action (X) to another action(Y) but X does not necessarily cause Y."
312,ML,Medium,How do we apply Machine Learning to hardware?,We have to build ML algorithms in System Verilog which is a Hardware development Language and then program it onto an FPGA to apply Machine Learning to hardware.
313,ML,Medium,Explain One-hot encoding and Label Encoding. How do they affect dimensionality?,"One-hot encoding is the representation of categorical variables as binary vectors. Label Encoding is converting labels/words into numeric form. Using one-hot encoding increases the dimensionality of the data set. Label encoding doesn’t affect the dimensionality of the data set. One-hot encoding creates a new variable for each level in the variable whereas, in Label encoding, the levels of a variable get encoded as 1 and 0."
314,ML,Medium,A data set has missing values spread along one standard deviation from the mean. How much data would remain untouched?,"It is given that the data is spread across mean that is the data is spread across an average. So, we can presume that it is a normal distribution. In a normal distribution, about 68% of data lies in 1 standard deviation from averages like mean, mode or median. That means about 32% of the data remains uninfluenced by missing values."
315,ML,Easy,Is a high variance in data good or bad?,"High variance means data values are widely spread. It can be useful for information but is often problematic because it may indicate instability, noise, or risk of overfitting."
316,ML,Medium,"If your dataset is suffering from high variance, how would you handle it?","For datasets with high variance, we could use the bagging algorithm to handle it. Bagging algorithm splits the data into subgroups with sampling replicated from random data. After the data is split, random data is used to create rules using a training algorithm. Then we use polling technique to combine all the predicted outcomes of the model."
317,ML,Hard,A fraud detection classifier achieved 98.5% accuracy. Is this a good model?,"Not necessarily, because fraud datasets are usually imbalanced. Accuracy may be misleading, so metrics such as recall, precision, F1-score, ROC-AUC, and class-wise performance should be checked. Resampling, threshold tuning, class weights, or anomaly detection can help."
318,ML,Medium,Explain the handling of missing or corrupted values in a dataset.,"Missing or corrupted values can be handled by removing affected rows or columns, imputing values using mean, median, mode, or model-based methods, and using pandas functions such as isnull, dropna, and fillna."
319,ML,Easy,What is Time series?,"A Time series is a sequence of numerical data points in successive order. It tracks the movement of the chosen data points, over a specified period of time and records the data points at regular intervals. Time series doesn’t require any minimum or maximum time input. Analysts often use Time series to examine data according to their specific requirement."
320,ML,Hard,What is a Box-Cox transformation?,Box-Cox transformation is a power transform which transforms non-normal dependent variables into normal variables as normality is the most common assumption made while using many statistical techniques. It has a lambda parameter which when set to 0 implies that this transform is equivalent to log-transform. It is used for variance stabilization and also to normalize the distribution.
321,ML,Medium,What is the difference between stochastic gradient descent and gradient descent?,"Gradient Descent and Stochastic Gradient Descent are the algorithms that find the set of parameters that will minimize a loss function. The difference is that in Gradient Descend, all training samples are evaluated for each set of parameters. While in Stochastic Gradient Descent only one training sample is evaluated for the set of parameters identified."
322,ML,Hard,What is the exploding gradient problem while using backpropagation?,"When large error gradients accumulate and result in large changes in the neural network weights during training, it is called the exploding gradient problem. The values of weights can become so large as to overflow and result in NaN values. This makes the model unstable and the learning of the model to stall just like the vanishing gradient problem."
323,ML,Medium,Can you mention some advantages and disadvantages of decision trees?,"The advantages of decision trees are that they are easier to interpret, are nonparametric and hence robust to outliers, and have relatively few parameters to tune. On the other hand, the disadvantage is that they are prone to overfitting."
324,ML,Hard,Explain the differences between Random Forest and Gradient Boosting machines.,Random forests are a significant number of decision trees pooled using averages or majority rules at the end. Gradient boosting machines also combine decision trees but at the beginning of the process unlike Random forests. Random forest creates each tree independent of the others while gradient boosting develops one tree at a time. Gradient boosting yields better outcomes than random forests if parameters are carefully tuned but it’s not a good option if the data set contains a lot of outliers/anomalies/noise as it can result in overfitting of the model.Random forests perform well for multiclass object detection. Gradient Boosting performs well when there is data which is not balanced such as in real time risk assessment.
325,ML,Medium,What is a confusion matrix and why do you need it?,Confusion matrix (also called the error matrix) is a table that is frequently used to illustrate the performance of a classification model i.e. classifier on a set of test data for which the true values are well-known. It allows us to visualize the performance of an algorithm/model. It allows us to easily identify the confusion between different classes. It is used as a performance measure of a model/algorithm. A confusion matrix is known as a summary of predictions on a classification model. The number of right and wrong predictions were summarized with count values and broken down by each class label. It gives us information about the errors made through the classifier and also the types of errors made by a classifier.
